source,target,time,type
3986,74406,31002,r
85108,37810,31002,m
90345,87640,31003,r
11418,106105,31006,m
3019,88577,31006,r
11418,80997,31006,m
11418,101527,31006,m
15806,87640,31007,r
28724,78321,31008,r
54686,75021,31010,r
36360,77549,31010,r
64022,76769,31011,r
31357,75306,31011,r
14556,74716,31012,m
74865,77549,31013,r
96829,74406,31013,r
66289,80612,31014,m
90786,88309,31017,r
18636,85650,31018,r
63139,74406,31018,r
82010,77549,31019,r
75491,75153,31019,m
66289,80612,31019,m
22490,88721,31020,r
23921,79680,31020,m
74559,79680,31020,m
86393,107938,31021,m
46,76218,31021,r
86393,40773,31021,m
76632,79094,31021,m
86393,36705,31021,m
83261,74848,31022,r
94206,74406,31023,r
51848,80410,31024,r
84267,84842,31024,r
38487,77549,31025,r
101924,88761,31027,r
2821,74406,31028,r
64655,86393,31029,r
22398,86788,31031,r
38487,77549,31031,r
76056,114492,31032,m
13279,80410,31033,r
1266,74613,31034,m
35333,112470,31035,m
35333,106211,31035,m
35333,78834,31035,m
80609,18946,31036,m
38487,77549,31036,r
25009,83439,31038,r
109456,74679,31038,r
16125,76919,31040,r
4598,75021,31040,r
3301,81185,31040,r
68675,27464,31040,r
2821,74406,31041,r
38487,77549,31042,r
103909,45211,31042,r
75603,80410,31043,r
84267,84842,31043,r
87454,76632,31043,m
50042,77549,31045,r
8657,86393,31048,r
75603,80410,31049,r
25009,7019,31049,r
22757,86788,31049,r
2821,74406,31051,r
80288,87152,31051,r
99973,77549,31051,r
52413,83439,31052,r
5971,85629,31054,m
82113,51599,31056,m
44798,87898,31056,r
39594,77549,31057,r
104745,83439,31062,r
59488,77549,31063,r
53291,74679,31064,r
11432,80410,31066,r
38487,77549,31066,r
77713,88761,31066,r
91423,87152,31067,r
74292,80612,31068,m
14556,74716,31068,m
52857,77068,31068,r
95648,74406,31068,r
85729,20251,31068,m
7239,52528,31070,m
7239,30833,31070,m
7239,84249,31070,m
38487,77549,31071,r
115110,88761,31071,r
50635,76131,31071,r
100634,75153,31071,m
4943,79610,31072,m
4943,90753,31072,m
86393,76893,31073,m
86393,46482,31073,m
2692,78572,31073,r
15806,84865,31074,r
23090,82186,31074,r
33647,77549,31076,r
78623,76919,31076,r
5969,86788,31076,r
98044,79802,31076,r
64468,77549,31079,r
114705,87152,31081,r
108445,77068,31081,r
81354,76064,31082,r
34320,80450,31082,r
38519,76919,31083,r
38487,77549,31084,r
109373,74406,31085,r
75793,37116,31085,m
104745,83439,31086,r
52482,79802,31086,r
38487,77549,31088,r
28984,74406,31089,r
21049,83439,31090,r
3096,76064,31091,r
44798,87898,31094,r
38487,77549,31094,r
116777,84842,31095,r
96829,74406,31096,r
91720,78223,31097,r
68773,77068,31098,r
91718,84859,31098,r
105894,74406,31100,r
93845,83439,31101,r
40220,77549,31102,r
88557,86788,31102,r
89153,87152,31103,r
64655,74401,31105,r
66289,80612,31106,m
27512,77549,31108,r
24993,83439,31108,r
106832,76064,31109,r
78542,76218,31109,r
8431,78572,31110,r
66289,80612,31111,m
5498,80410,31114,r
38487,77549,31114,r
75426,87152,31115,r
19418,81908,31116,r
99907,76064,31117,r
467,77549,31117,r
14556,74716,31117,m
62087,74401,31117,r
62916,74406,31117,r
67032,86381,31118,m
88833,18918,31119,m
88833,71313,31119,m
88833,101969,31119,m
88833,39134,31119,m
89092,88506,31120,r
68884,84842,31121,r
107889,74679,31123,r
94782,75729,31124,m
73944,86392,31124,m
110432,77160,31124,r
73944,25994,31124,m
38487,77549,31125,r
87262,85235,31125,m
24993,83439,31126,r
11883,84479,31126,r
156,87152,31127,r
36111,87504,31128,r
6641,86393,31129,r
467,77549,31129,r
82568,102491,31130,m
65382,74325,31130,r
87377,87152,31131,r
110754,87898,31131,r
54583,82579,31131,m
63273,86381,31132,m
38487,77549,31133,r
100471,88761,31135,r
88722,87152,31136,r
52683,87152,31137,r
101680,88716,31137,r
62298,75153,31139,m
13920,74779,31139,r
102167,88761,31139,r
44677,78572,31139,r
24464,84865,31140,r
105088,76064,31140,r
88557,86788,31141,r
106784,86393,31142,r
38487,77549,31142,r
109849,74935,31143,r
73255,76218,31143,r
48929,77068,31144,r
14800,87898,31145,r
12695,84865,31149,r
106732,82579,31149,m
22485,88761,31151,r
38487,77549,31151,r
407,78765,31151,r
36111,87504,31151,r
20294,76064,31153,r
47429,82579,31153,m
55789,83439,31154,r
62507,77216,31156,m
56976,78852,31156,r
38487,77549,31158,r
12973,75258,31159,r
97670,87535,31159,m
97670,72491,31159,m
97670,69781,31159,m
97670,105628,31159,m
35865,76632,31165,r
74292,80612,31169,m
15340,74819,31171,r
46921,76064,31171,r
33772,81512,31172,r
69445,75153,31172,m
177,77549,31173,r
75021,96774,31173,m
75021,4598,31173,m
54808,80192,31174,m
106291,74679,31175,r
24521,76064,31176,r
82010,77549,31177,r
11044,83439,31178,r
112969,88206,31180,m
46562,77068,31182,r
38084,87640,31182,r
84584,80518,31184,r
105606,83439,31185,r
66554,74401,31187,r
27643,77549,31187,r
42593,78190,31187,r
90345,88309,31189,r
14556,74716,31190,m
18746,85375,31190,r
37810,80972,31191,m
37810,94721,31191,m
37810,65231,31191,m
37810,78698,31191,m
37810,85108,31191,m
38487,77549,31191,r
59012,74325,31193,r
48380,74325,31193,r
74167,95299,31194,m
3301,86393,31194,r
38487,77549,31195,r
36111,87504,31195,r
112836,80256,31197,r
36915,76064,31199,r
38487,77549,31199,r
21945,104354,31199,r
78623,76919,31201,r
28815,74406,31201,r
134,76855,31202,r
4598,75021,31202,r
88426,90283,31203,m
38487,77549,31204,r
89153,81448,31205,r
10505,78190,31206,r
116849,74935,31208,r
35222,76218,31208,r
38487,77549,31208,r
84479,11883,31209,m
84479,52528,31209,m
84479,110183,31209,m
52857,77068,31210,r
31804,54088,31210,m
38782,76855,31211,r
41224,77832,31211,m
41224,87218,31211,m
78973,88701,31212,r
99469,84865,31212,r
56293,80518,31212,r
6555,88506,31214,r
32618,88218,31214,r
4598,75021,31215,r
3367,76064,31215,r
41081,75451,31216,r
87929,77549,31216,r
74292,80612,31217,m
82822,79118,31220,r
12171,88693,31220,r
52857,77549,31221,r
840,88693,31221,r
81740,3755,31221,r
21049,83439,31225,r
38487,77549,31226,r
19286,76064,31226,r
107469,75021,31227,r
87531,69295,31228,m
87531,60070,31228,m
113471,79433,31228,r
114649,87152,31229,r
67231,81448,31229,r
113471,79433,31230,r
334,75021,31230,r
113471,79433,31231,r
68253,87152,31231,r
111054,77068,31232,r
42113,87898,31233,r
59112,75729,31233,m
62022,88218,31233,r
31244,80880,31234,r
90595,79433,31234,r
90595,79433,31236,r
74872,74336,31238,m
88651,79118,31239,r
28985,75021,31239,r
90595,79433,31239,r
90595,79433,31241,r
52851,77549,31241,r
9763,76446,31241,m
99589,75021,31242,r
94782,75729,31242,m
91672,79433,31243,r
2821,76919,31244,r
90595,79433,31246,r
109571,76064,31246,r
2821,76919,31248,r
95575,77675,31249,r
90595,79433,31249,r
115798,81609,31250,m
52528,84479,31250,r
75258,748,31251,m
24598,75021,31251,r
90595,79433,31251,r
90595,79433,31254,r
103310,80518,31254,r
4598,75021,31254,r
67746,87152,31255,r
74872,28244,31255,m
4598,75021,31257,r
90595,79433,31257,r
2821,76919,31260,r
4598,75021,31260,r
90595,79433,31260,r
86393,35765,31261,m
86393,7601,31261,m
86393,64188,31261,m
86393,3301,31261,m
4262,87898,31261,r
79144,78190,31262,r
40755,75258,31263,r
75451,41081,31263,m
18505,74183,31264,r
108616,87617,31264,r
59339,76064,31265,r
68643,77675,31268,r
11505,75153,31268,m
18992,77549,31268,r
81444,87152,31268,r
31055,17892,31268,r
98676,44905,31269,m
98676,44803,31269,m
104386,75386,31269,m
74872,88435,31269,m
76869,1394,31269,m
98676,86920,31269,m
54092,77549,31271,r
68464,75258,31272,r
108042,88474,31272,r
33170,74325,31273,r
114651,78572,31273,r
108855,88218,31273,r
90595,79433,31274,r
51430,77549,31275,r
14556,74716,31276,m
90595,79433,31276,r
40881,85998,31279,r
82010,77549,31279,r
90595,79433,31279,r
75857,6795,31280,m
11063,75258,31284,r
38487,77549,31284,r
12881,77382,31286,r
27256,75153,31286,m
38512,77549,31287,r
103909,2473,31287,r
104234,75153,31288,m
6918,74325,31289,r
64655,83453,31290,r
73961,77382,31290,r
30011,74406,31291,r
32179,75258,31291,r
45912,82579,31291,m
45912,36631,31291,m
45912,51659,31291,m
45912,6766,31291,m
45912,47939,31291,m
45912,15162,31291,m
45912,39899,31291,m
85903,86112,31292,r
76154,21869,31292,m
38487,77549,31294,r
67207,85479,31296,m
17427,80698,31296,r
67207,74112,31296,m
67207,94438,31296,m
67207,68894,31296,m
68884,87152,31297,r
25492,81448,31298,r
17183,75165,31299,m
17183,75386,31299,m
38487,77549,31299,r
28984,74406,31299,r
28944,74325,31303,r
6568,74325,31303,r
48175,74325,31303,r
92963,81609,31304,m
92963,40608,31304,m
92963,16975,31304,m
92963,51890,31304,m
21289,87152,31304,r
82210,82579,31305,m
82210,45785,31305,m
6957,76218,31306,r
24120,86381,31306,m
14269,88309,31307,r
78757,56744,31310,m
93861,87152,31310,r
58912,87750,31311,m
58912,83201,31311,m
58912,5965,31311,m
106673,87531,31311,r
17310,5288,31312,r
111396,76218,31313,r
38487,77549,31314,r
97004,78812,31314,r
99165,80677,31314,m
79128,82907,31315,m
79140,81647,31316,m
79140,112529,31316,m
79140,63694,31316,m
79140,3386,31316,m
52250,74779,31317,r
12413,86381,31318,m
12413,86381,31318,m
85554,97818,31318,m
21289,87152,31319,r
100142,76544,31319,r
19754,77216,31320,r
89153,76218,31320,r
38487,77549,31321,r
40948,79697,31322,r
54431,87898,31322,r
64101,86393,31322,r
9123,76064,31324,r
65157,74679,31324,r
85258,88405,31325,r
107909,75890,31325,r
107909,75890,31325,r
77946,75629,31325,r
75793,16890,31325,m
467,77549,31325,r
104838,87475,31325,r
104838,0,31325,r
104838,75629,31326,r
104838,80679,31326,r
104838,81281,31326,r
77946,82687,31326,r
104838,74614,31326,r
94054,84825,31326,r
104838,75633,31326,r
104838,87475,31326,r
104838,79122,31326,r
85258,88405,31326,r
104838,80039,31327,r
104838,74793,31327,r
104838,75633,31327,r
104838,80679,31327,r
94054,84825,31327,r
94054,88250,31327,r
104838,80641,31327,r
104838,88405,31327,r
104838,0,31327,r
68890,75120,31327,r
104838,82687,31327,r
104838,79122,31327,r
104838,81281,31327,r
104838,80039,31328,r
86337,77993,31328,r
104838,74614,31328,r
94054,88250,31328,r
104838,75629,31328,r
467,77549,31328,r
104838,82687,31328,r
68890,75120,31328,r
104838,86921,31328,r
104838,80641,31328,r
104838,88405,31328,r
86337,77993,31328,r
104838,75120,31329,r
104838,86921,31329,r
86337,77946,31329,r
86337,77946,31329,r
104838,75120,31329,r
90255,74793,31329,r
104838,88067,31329,r
90255,74793,31329,r
104838,74793,31329,r
104838,84326,31329,r
29575,80612,31330,m
104838,84326,31330,r
75890,88067,31330,r
104838,88067,31330,r
75890,88067,31330,r
38487,77549,31332,r
4764,74406,31334,r
88309,20041,31335,m
101227,76218,31335,r
88309,95000,31335,m
6212,84419,31336,m
4764,74406,31338,r
74219,75860,31339,m
53471,82579,31339,m
4764,74406,31341,r
21270,88577,31343,r
89992,76064,31344,r
44309,80612,31345,m
113007,77068,31346,r
113368,76544,31347,r
49031,79802,31347,r
68360,74401,31347,r
4764,74406,31347,r
76954,76218,31349,r
46735,80612,31350,m
43207,87152,31351,r
33542,80612,31351,m
103909,81185,31351,r
23585,77068,31355,r
13478,79802,31355,r
91051,87152,31357,r
64186,74935,31358,r
14556,74716,31359,m
58829,74613,31359,m
13747,87152,31360,r
107872,74325,31360,r
29777,88586,31361,r
65964,80612,31361,m
50005,74325,31361,r
83261,74401,31363,r
42086,76861,31363,r
20513,87152,31365,r
38860,76775,31365,r
62839,79433,31366,r
85443,87152,31367,r
28244,74872,31368,m
62839,79433,31369,r
45395,74872,31370,r
62839,79433,31371,r
97632,77549,31372,r
116293,79433,31374,r
97356,74401,31377,r
62839,79433,31377,r
14631,82113,31377,m
14631,51599,31377,m
87724,77985,31379,r
60285,87844,31379,m
61507,79433,31380,r
97649,77549,31381,r
82131,74401,31381,r
87948,3262,31382,m
87948,107938,31382,m
87948,40773,31382,m
115102,76218,31382,r
107938,79933,31382,r
82131,74401,31383,r
98106,87152,31383,r
46735,80612,31384,m
115102,76218,31384,r
9605,84486,31384,r
52150,86889,31385,m
97649,77549,31386,r
2136,78852,31387,r
114543,87152,31388,r
88206,112969,31389,m
1383,86381,31389,m
59514,79433,31390,r
17310,65525,31390,r
47903,82579,31391,m
47903,6524,31391,m
52396,108206,31392,m
52396,47404,31392,m
52396,87750,31392,m
38146,87152,31392,r
61895,79433,31392,r
97649,77549,31393,r
44651,87750,31393,m
94206,38766,31395,r
42069,74325,31396,r
68769,76064,31396,r
96593,87152,31398,r
29575,80612,31398,m
28944,74325,31400,r
59514,79433,31402,r
18018,87898,31402,r
87640,88309,31404,r
107872,74325,31404,r
59514,79433,31404,r
36108,74325,31406,r
20079,81609,31407,m
10248,79433,31408,r
40890,87898,31408,r
38487,84117,31408,r
100924,84419,31409,m
100924,56074,31409,m
18177,75153,31409,m
64598,75386,31410,m
97632,77549,31412,r
59514,79433,31412,r
96210,74325,31414,r
97632,77549,31414,r
39016,74200,31415,r
59514,79433,31415,r
97632,77549,31416,r
76589,76919,31417,r
108442,76218,31417,r
73888,79433,31417,r
34181,87152,31418,r
62396,74167,31418,r
66270,74325,31418,r
110997,77985,31418,r
4709,74325,31419,r
59514,79433,31419,r
59514,79433,31421,r
96574,76775,31423,r
59488,77549,31423,r
2753,74325,31424,r
44798,87898,31424,r
62995,79433,31424,r
61655,75451,31425,r
76056,37654,31426,m
76056,94964,31426,m
14556,74716,31427,m
59514,79433,31427,r
96829,76919,31427,r
35135,74325,31427,r
61991,86381,31427,m
61991,42819,31427,m
28944,74325,31428,r
64186,74935,31429,r
5863,3651,31429,m
867,79433,31429,r
5863,36957,31429,m
5863,82777,31429,m
5863,63371,31429,m
9605,84486,31430,r
58253,75451,31430,r
70742,84614,31432,r
867,79433,31432,r
97632,77549,31432,r
97632,77549,31435,r
55749,75153,31436,m
32093,79433,31442,r
97632,77549,31442,r
3963,80256,31442,r
101137,75386,31443,m
24512,74325,31444,r
8218,74325,31444,r
100043,79433,31445,r
70358,77549,31446,r
867,79433,31447,r
31157,76919,31449,r
97632,77549,31449,r
21239,79433,31450,r
56972,84859,31450,r
6571,74325,31451,r
50117,78572,31453,r
66440,79433,31454,r
16859,79433,31456,r
22677,77559,31457,m
22677,93383,31457,m
22677,3774,31457,m
22677,62565,31457,m
22677,2071,31457,m
16859,79433,31458,r
101167,87750,31460,m
101167,47404,31460,m
101167,108206,31460,m
97975,84859,31461,r
16859,79433,31462,r
93539,81996,31465,r
115110,74679,31465,r
16859,79433,31467,r
74716,97730,31469,m
47996,88761,31469,r
80239,59328,31469,m
61609,83453,31470,r
70499,79253,31472,r
96081,79253,31472,r
92377,79253,31472,r
59489,77549,31475,r
467,77549,31479,r
14556,74716,31480,m
32584,81609,31481,r
75457,79433,31481,r
12487,75047,31482,m
83847,74679,31483,r
41401,75153,31483,m
467,77549,31484,r
7183,86381,31484,m
9745,79433,31484,r
86393,113272,31484,m
3160,23220,31486,m
3160,79519,31486,m
3160,55759,31486,m
95548,88761,31487,r
1813,76449,31488,m
101759,81185,31489,r
467,77549,31489,r
45928,76064,31489,r
81287,79433,31489,r
467,77549,31492,r
81287,79433,31492,r
19856,77068,31493,r
81287,79433,31496,r
11082,74779,31497,r
467,77549,31497,r
39594,87281,31499,r
66440,79433,31499,r
45400,82579,31500,m
45400,111138,31500,m
45400,111138,31500,m
79183,6044,31500,m
105852,88059,31500,r
45400,76446,31500,m
39594,87281,31501,r
467,77549,31501,r
113621,86393,31502,r
64752,74188,31503,r
19171,75692,31504,r
27832,76218,31504,r
50363,75153,31504,m
109660,77985,31505,r
79680,74559,31505,m
39594,87281,31506,r
28983,76919,31506,r
115040,88761,31507,r
84473,105133,31507,m
84473,31410,31507,m
81287,79433,31507,r
54312,77068,31508,r
39594,87281,31509,r
99665,86381,31511,m
72772,79433,31512,r
7313,59328,31513,m
39134,74872,31513,r
76448,80612,31514,m
7049,79433,31515,r
94206,69099,31515,r
115040,88761,31516,r
53357,83453,31516,r
2985,81625,31516,r
72221,88701,31518,r
65964,80612,31518,m
467,77549,31518,r
42309,76861,31518,r
72079,79118,31519,r
43332,79890,31520,r
5371,79433,31520,r
10152,74045,31521,r
60049,82128,31521,r
467,77549,31521,r
5284,74188,31521,r
74671,88226,31524,m
74671,15300,31524,m
97649,77549,31525,r
6332,87918,31527,r
87531,53381,31530,m
70358,77549,31530,r
7049,79433,31530,r
45323,82579,31532,m
50320,87750,31533,m
50320,47404,31533,m
50320,108206,31533,m
84175,63495,31534,m
81497,82907,31534,m
108183,77985,31536,r
97649,77549,31536,r
38085,88309,31536,r
17655,79433,31537,r
25659,77216,31537,m
11063,99583,31538,r
96249,79433,31541,r
109959,88565,31542,m
116225,82128,31542,r
63879,85741,31543,m
86393,40773,31544,m
86393,40773,31544,m
71403,79433,31544,r
17696,75683,31545,r
68504,77985,31545,r
43551,77549,31545,r
79680,23921,31545,m
96249,79433,31546,r
90164,75072,31547,r
85618,85616,31547,m
96249,79433,31549,r
56267,77549,31551,r
96249,79433,31552,r
56972,84859,31554,r
65071,77985,31554,r
96249,79433,31554,r
77725,29341,31554,m
96249,79433,31556,r
28854,77549,31559,r
11714,75153,31559,m
50300,79502,31559,m
30739,77216,31560,m
87585,75531,31560,m
68464,74912,31563,r
83763,79802,31563,r
62995,79433,31564,r
74188,5284,31564,m
7831,77068,31566,r
84175,49866,31567,m
97649,77549,31569,r
56776,75072,31571,r
97649,77549,31572,r
102333,80612,31572,m
79680,74559,31573,m
28317,75153,31573,m
28482,80256,31573,r
79680,91643,31573,m
55642,77932,31574,r
62995,79433,31574,r
55642,77932,31575,r
96519,78166,31576,r
38083,76919,31576,r
55642,77932,31577,r
40185,86381,31577,m
62995,79433,31577,r
112534,79433,31579,r
55642,77932,31579,r
55642,77932,31580,r
97982,77549,31583,r
65207,86381,31584,m
55642,77932,31584,r
55642,77932,31584,r
62393,80612,31585,m
94206,105865,31585,r
55642,77932,31586,r
75077,33228,31586,m
55642,77932,31587,r
112534,79433,31587,r
43547,77549,31587,r
116774,88206,31589,r
74716,95376,31589,m
59905,81625,31591,r
78166,65324,31591,m
101541,77985,31592,r
101496,86393,31593,r
78240,79433,31596,r
8523,77549,31597,r
46271,73944,31598,m
46271,52767,31598,m
78240,79433,31599,r
80730,80385,31601,r
18672,80698,31602,r
77216,75072,31602,r
78240,79433,31602,r
70377,74325,31603,r
46544,77932,31603,r
84859,103999,31604,m
46544,77932,31605,r
1405,73971,31605,r
78240,79433,31606,r
88435,74872,31606,m
79372,6590,31607,m
86998,75072,31608,r
50593,88971,31609,m
50593,16746,31609,m
50593,88309,31609,m
50593,25957,31609,m
32626,87152,31610,r
46544,77932,31611,r
78240,79433,31612,r
48267,87152,31614,r
20181,74167,31615,r
61895,79433,31615,r
19672,77549,31616,r
24974,75852,31616,r
46544,77932,31616,r
81313,75021,31617,r
85123,75153,31618,m
49701,75021,31618,r
34320,87631,31619,r
46544,77932,31620,r
23921,79680,31620,m
23921,74559,31620,m
2257,79802,31620,r
61895,79433,31620,r
38487,77549,31621,r
44300,88565,31622,m
46544,77932,31622,r
61895,79433,31622,r
19672,84117,31622,r
18773,75021,31622,r
38487,77549,31623,r
85741,7799,31625,m
71246,78078,31626,r
59051,86381,31626,m
81061,50227,31627,m
81061,88488,31627,m
38487,84117,31628,r
66815,76861,31629,r
70940,79433,31631,r
79255,5385,31632,m
79255,7004,31632,m
79255,65052,31632,m
38487,84117,31632,r
99294,88218,31634,r
38487,77549,31636,r
62485,88565,31638,m
87160,80612,31640,m
4598,75021,31642,r
70940,79433,31643,r
85741,19481,31645,m
85741,84523,31645,m
81523,21178,31646,m
81523,24809,31646,m
64197,86381,31646,m
113939,81625,31649,r
29468,78078,31649,r
21332,81728,31649,m
79255,7004,31649,m
79255,28950,31649,m
79255,5385,31649,m
79255,62481,31649,m
14266,75072,31650,r
5385,79255,31652,r
83159,80612,31652,m
4598,75021,31654,r
43912,59328,31655,m
43912,86381,31655,m
38093,84473,31657,r
27452,77985,31657,r
22991,77549,31659,r
5385,79255,31660,r
24197,77160,31660,r
108183,77985,31660,r
75531,6290,31661,r
11063,113825,31661,r
22991,77549,31662,r
91352,84859,31662,r
29925,80612,31663,m
22991,77549,31664,r
84049,74325,31666,r
68654,73922,31667,m
22991,77549,31667,r
79680,110550,31668,m
47901,82579,31669,m
102345,80612,31670,m
94782,75729,31670,m
38840,77068,31673,r
81523,53514,31675,m
81523,49953,31675,m
22991,77549,31677,r
40512,88309,31677,r
62166,77216,31678,r
87248,68485,31679,m
2917,74188,31679,r
47314,75072,31679,r
2119,77216,31679,r
22991,77549,31679,r
86393,40773,31680,m
29575,80612,31682,m
111973,79372,31682,m
111973,6590,31682,m
22991,77549,31683,r
110035,77985,31683,r
59494,60071,31684,m
59494,87204,31684,m
59494,78654,31684,m
59494,87750,31684,m
59494,82579,31684,m
59494,108206,31684,m
59494,47404,31684,m
59494,65138,31684,m
59494,61498,31684,m
92269,75153,31685,m
55509,79850,31685,m
28257,86381,31686,m
25212,84214,31686,r
94206,76919,31686,r
56985,76375,31687,m
22991,77549,31687,r
4598,75021,31688,r
28257,86381,31688,m
22991,77549,31690,r
110035,77985,31692,r
79572,20582,31692,m
24229,77985,31694,r
22991,77549,31695,r
36836,77985,31697,r
22991,77549,31697,r
79680,23921,31699,m
79680,74559,31699,m
22991,77549,31699,r
79262,88693,31702,r
74750,88693,31703,r
22991,77549,31704,r
14085,85467,31704,r
63495,84175,31705,m
116511,75072,31705,r
22991,77549,31707,r
103909,86393,31707,r
72501,88218,31708,r
22991,77549,31709,r
109681,75306,31709,r
81523,53514,31710,m
81523,49953,31710,m
22991,77549,31711,r
97551,84230,31714,r
34295,75451,31716,r
22991,77549,31717,r
110035,77985,31719,r
22991,77549,31719,r
42102,75451,31720,r
29575,80612,31721,m
102333,80612,31721,m
48591,75451,31722,r
101938,82579,31722,m
22991,77549,31722,r
110035,77985,31723,r
11871,82752,31723,r
24587,74188,31724,r
22991,77549,31724,r
58387,78078,31725,r
42102,75451,31726,r
22991,77549,31727,r
22991,77549,31729,r
14271,79717,31730,m
64852,85330,31731,r
36916,75451,31731,r
88095,59035,31732,m
42640,80612,31732,m
42640,88557,31732,m
22991,77549,31734,r
110035,77985,31735,r
109915,77985,31736,r
22991,77549,31736,r
90770,75451,31737,r
110981,78078,31737,r
22991,77549,31739,r
24950,75451,31739,r
77216,98903,31741,m
22991,77549,31742,r
30860,75451,31742,r
94054,84825,31743,r
75793,108808,31743,m
114037,79122,31744,r
114037,79122,31744,r
114037,80641,31744,r
114037,81281,31744,r
114037,81281,31744,r
86337,77993,31744,r
114037,74614,31744,r
94054,88250,31744,r
86337,77993,31744,r
94054,84825,31744,r
83261,86393,31744,r
114037,87475,31744,r
86337,77946,31744,r
114037,74614,31744,r
32618,88218,31745,r
114037,74793,31745,r
102345,80612,31745,m
114037,80039,31745,r
114037,86921,31745,r
114037,80039,31745,r
114037,80641,31745,r
110035,77985,31745,r
84824,88405,31745,r
114037,87475,31745,r
86337,75629,31746,r
114037,80679,31746,r
114037,80679,31746,r
114037,0,31746,r
68890,75120,31746,r
107909,75890,31746,r
31217,74188,31746,r
86337,75629,31746,r
114037,0,31746,r
68890,75120,31746,r
107909,75890,31746,r
114037,75633,31746,r
114037,74793,31746,r
22991,77549,31746,r
94054,88250,31746,r
114037,75633,31746,r
85258,88405,31746,r
86337,82687,31746,r
86337,82687,31746,r
114037,86921,31746,r
114037,75629,31747,r
114037,84326,31747,r
75890,88067,31747,r
75890,88067,31747,r
114037,88405,31747,r
114037,82687,31747,r
114037,88405,31747,r
114037,82687,31747,r
114037,75120,31747,r
114037,75120,31747,r
114037,75629,31747,r
114037,84326,31747,r
114037,88067,31748,r
114037,88067,31748,r
22991,77549,31749,r
71937,87708,31749,r
70940,79433,31750,r
110121,86381,31751,m
110121,59328,31751,m
87886,40695,31751,m
19033,88309,31752,r
96829,76919,31752,r
93782,79433,31752,r
22991,77549,31753,r
4962,79433,31755,r
110035,77985,31755,r
4738,87708,31757,r
22991,77549,31757,r
86393,83261,31758,m
86393,49086,31758,m
86393,40773,31758,m
3379,79433,31758,r
100342,82579,31759,m
8691,77985,31762,r
63434,75072,31762,r
22991,77549,31762,r
73304,79433,31762,r
105285,76919,31763,r
77216,34295,31763,m
77216,74383,31763,m
77216,78402,31763,m
22991,77549,31764,r
22991,77549,31766,r
112969,88206,31768,m
73304,79433,31768,r
110035,77985,31768,r
22991,77549,31769,r
68022,77985,31770,r
61140,80612,31770,m
4439,88565,31773,m
5371,79433,31775,r
5371,79433,31777,r
2426,74188,31777,r
4891,85330,31779,r
103584,86393,31780,r
5371,79433,31780,r
107938,87617,31781,r
49982,79504,31782,r
75385,79433,31785,r
82421,80698,31786,r
5371,79433,31788,r
44309,80612,31792,m
82758,82777,31792,m
82758,23236,31792,m
5371,79433,31793,r
103909,73605,31795,r
5371,79433,31795,r
82128,64228,31797,m
8616,82128,31798,r
113007,77068,31798,r
4903,79433,31798,r
82024,87708,31801,r
15618,80256,31801,r
116245,76919,31803,r
78344,84419,31804,m
19700,61671,31805,m
19700,2131,31805,m
19700,80612,31805,m
49841,81903,31805,r
87886,47541,31806,m
22084,77068,31807,r
26949,77474,31807,m
26949,89722,31807,m
7123,84214,31807,r
88309,41813,31809,m
88309,42416,31809,m
88309,19033,31809,m
81740,60045,31810,r
48802,83439,31810,r
79011,79433,31812,r
22991,77549,31812,r
111978,93534,31815,m
111978,85235,31815,m
79011,79433,31816,r
115529,75153,31816,m
93340,88761,31816,r
15182,76919,31816,r
70411,76775,31817,r
22991,77549,31817,r
84175,63495,31818,m
84175,64885,31818,m
78007,76434,31819,r
102345,80612,31819,m
50028,83439,31820,r
86393,103584,31822,m
80836,67484,31822,m
69129,91660,31822,m
76958,75021,31822,r
57518,82128,31822,r
22991,77549,31822,r
69129,80612,31822,m
114288,79433,31822,r
10275,85330,31823,r
22991,77549,31825,r
29007,87640,31825,r
87470,81332,31826,r
77990,74834,31826,m
19674,85467,31826,r
52847,74692,31826,r
77990,109103,31826,m
114513,76434,31827,r
64338,79433,31828,r
101958,81332,31828,r
8020,76919,31828,r
102761,88761,31829,r
82986,81332,31832,r
22991,77549,31833,r
86028,88380,31833,r
64349,79433,31833,r
103584,87617,31834,r
114288,79433,31835,r
76335,81332,31835,r
79680,110550,31836,m
79680,15070,31836,m
22991,77549,31836,r
16236,105649,31837,r
39870,87152,31838,r
114288,79433,31839,r
13367,75153,31839,r
827,88309,31840,r
116777,81332,31840,r
35217,79433,31841,r
22991,77549,31841,r
22991,77549,31842,r
22991,77549,31845,r
55385,87152,31845,r
96912,78265,31845,r
22991,77549,31847,r
2368,87708,31848,r
99360,87152,31848,r
72824,79433,31848,r
60786,75153,31849,m
8616,82128,31849,r
98605,88761,31850,r
17591,80148,31851,m
2426,83439,31851,r
114288,79433,31852,r
112184,81332,31853,r
87390,85616,31854,r
19085,80612,31854,m
6598,77832,31854,m
29778,81512,31855,r
86350,74779,31855,r
77251,85616,31856,r
90808,78265,31857,r
35217,79433,31858,r
41678,88305,31859,r
76826,79697,31860,r
16381,76919,31860,r
103584,87617,31860,r
81984,79433,31861,r
25651,87152,31862,r
25009,74188,31863,r
74834,77990,31864,r
102363,79433,31865,r
65933,82752,31866,r
5371,79433,31868,r
21068,80256,31868,r
2989,88309,31869,r
114656,80612,31869,m
