source,target,time,type
18545,75281,63893,r
90092,88218,63894,r
63065,86281,63894,m
18545,75281,63895,r
9919,84419,63897,m
9919,56074,63897,m
113471,81287,63897,r
41112,79983,63897,r
96654,81732,63898,m
96654,87606,63898,m
96654,99972,63898,m
116666,88573,63899,r
18545,75281,63899,r
99399,86801,63900,m
99399,49926,63900,m
82567,82249,63901,m
82567,82293,63901,m
28576,85886,63901,r
105726,79761,63901,r
80501,81236,63902,r
31524,82579,63903,m
86081,0,63903,r
78002,87475,63903,r
113471,81287,63903,r
78002,87279,63904,r
78002,80641,63904,r
86081,79122,63904,r
64238,0,63904,r
64238,87475,63904,r
78002,88405,63904,r
86081,80039,63904,r
64238,75120,63905,r
86081,75120,63905,r
64238,88405,63905,r
86081,80679,63905,r
14002,85616,63905,m
73950,87260,63905,m
73950,45927,63905,m
64238,79122,63905,r
64238,87279,63905,r
64238,80679,63905,r
64238,80039,63905,r
64238,80641,63905,r
86081,86921,63906,r
32879,78147,63906,m
84824,74793,63906,r
84824,74793,63906,r
64238,86921,63907,r
113471,81287,63908,r
85235,103265,63908,m
78989,37339,63908,m
35967,73931,63909,r
81105,82169,63909,r
63694,84273,63909,r
66790,88361,63910,r
6373,80181,63911,r
21883,84419,63911,m
26598,77474,63912,m
26526,88218,63912,r
53976,78834,63912,r
31472,85886,63912,r
10317,81067,63913,r
113471,81287,63913,r
64611,58098,63914,m
69832,86481,63914,r
64611,81700,63914,m
64611,12195,63914,m
84175,58793,63914,m
31683,76446,63915,m
73956,74151,63916,m
73956,4820,63916,m
73956,2447,63916,m
113471,81287,63918,r
41880,78031,63919,m
112120,77474,63919,m
82249,82567,63919,m
82249,82293,63919,m
22094,74325,63919,r
44798,79761,63920,r
47653,12736,63921,m
47653,66168,63921,m
47653,38361,63921,m
47653,57583,63921,m
47653,101244,63921,m
47653,82043,63921,m
47653,77640,63921,m
12813,77216,63921,m
47653,7072,63921,m
55784,77923,63922,r
63463,74325,63922,r
15930,81067,63922,r
113471,81287,63923,r
12276,85886,63924,r
34974,85488,63925,m
34974,75860,63925,m
79989,75153,63927,m
21784,72564,63928,r
111288,75281,63928,r
113471,81287,63928,r
41924,74325,63929,r
96571,81733,63930,r
65094,84273,63930,r
28797,79761,63931,r
81499,19384,63932,m
81499,39594,63932,m
81499,54471,63932,m
59686,88557,63933,m
59686,80612,63933,m
113471,81287,63933,r
27537,75153,63934,m
4581,74325,63936,r
107516,79850,63937,m
107516,29885,63937,m
64921,78031,63938,m
81862,55748,63938,m
81862,18803,63938,m
81862,116692,63938,m
85503,90432,63938,m
85503,50736,63938,m
113471,81287,63938,r
6373,79500,63940,r
2514,82169,63940,m
3066,84419,63941,m
20480,80385,63942,r
36253,75153,63942,m
36253,62258,63942,m
80434,81236,63943,r
113471,81287,63943,r
78502,78031,63943,m
90623,81499,63944,r
104940,81512,63946,r
38381,80142,63946,m
92043,88167,63947,r
80541,34320,63947,m
113471,81287,63948,r
3622,75449,63949,m
2441,79761,63951,r
41705,80385,63951,r
34934,77474,63952,m
93262,75860,63953,m
71120,79633,63953,r
82567,82249,63953,m
82567,82293,63953,m
102221,85886,63953,r
116839,82057,63956,r
77216,93683,63956,m
54131,79519,63957,r
45927,73950,63959,m
45927,87260,63959,m
24512,74325,63960,r
73181,79761,63960,r
68198,84273,63965,r
38835,77832,63966,m
85554,64675,63968,m
50886,81287,63969,r
4063,75451,63969,r
96044,4891,63969,m
96044,103265,63969,m
78031,41880,63970,m
58835,77216,63970,m
58835,93683,63970,m
56509,82085,63971,r
89933,88167,63972,r
73489,62258,63972,m
73489,75153,63972,m
2070,78031,63973,m
71396,78406,63973,r
76243,82753,63973,r
18537,82085,63974,r
50886,81287,63974,r
91900,80612,63974,m
76768,59071,63975,m
95294,84273,63975,r
93683,81979,63975,r
106342,80142,63976,m
61338,74325,63977,r
88189,20882,63977,m
88189,32723,63977,m
88189,56866,63977,m
88189,29102,63977,m
88189,50066,63977,m
88189,4862,63977,m
88189,9723,63977,m
88189,76220,63977,m
88189,38413,63977,m
50886,81287,63978,r
65420,79037,63978,r
77640,38361,63982,m
77640,12736,63982,m
77640,57583,63982,m
77640,66168,63982,m
77640,101244,63982,m
77640,7072,63982,m
77640,82043,63982,m
77640,47653,63982,m
36001,88490,63982,r
82169,2514,63982,m
22757,81979,63982,r
50886,81287,63982,r
74221,75860,63982,m
78475,75153,63983,m
41922,74325,63983,r
5302,76892,63983,r
69260,79305,63984,r
112222,74325,63985,r
75306,78994,63985,m
44798,79761,63986,r
109247,84273,63986,r
80064,78031,63986,m
41922,74325,63986,r
62749,6397,63986,m
62749,80541,63986,m
62749,81650,63986,m
50886,81287,63987,r
18821,82234,63987,r
103577,75386,63987,m
32638,88309,63989,r
112132,82085,63989,r
73736,79857,63990,r
85616,77500,63990,m
50886,81287,63991,r
86608,77474,63992,m
79842,79761,63992,r
1302,75852,63993,m
36336,75153,63993,m
61783,78031,63993,m
100489,79857,63993,r
52491,84332,63995,r
52491,80050,63995,r
52491,75409,63996,r
50886,81287,63996,r
80724,81067,63997,r
21125,80859,63998,r
16255,79761,63999,r
63694,84273,63999,r
95572,75386,64000,m
95572,60521,64000,m
8231,82085,64000,r
50886,81287,64001,r
75852,1905,64002,m
75852,18740,64002,m
75852,28175,64002,m
109900,69798,64004,m
109900,78031,64004,m
109900,12845,64004,m
81862,116692,64005,m
81862,18803,64005,m
81862,55748,64005,m
56385,74606,64005,r
110033,81067,64006,r
50886,81287,64006,r
99701,78031,64008,m
13049,84273,64009,r
54720,79802,64010,r
50886,81287,64010,r
116666,88573,64010,r
113338,74606,64010,r
45407,79850,64011,m
45407,111323,64011,m
114947,78700,64012,m
63417,85886,64015,r
34925,88309,64015,r
98713,78031,64015,m
50886,81287,64016,r
73716,75319,64016,m
73716,75531,64016,m
43155,87013,64017,r
111121,79913,64017,r
11313,75153,64017,m
96356,74325,64018,r
4210,78031,64020,m
56924,75153,64022,m
91477,81862,64023,r
75793,7414,64024,m
92125,75386,64024,m
92125,40986,64024,m
85554,47067,64025,m
82169,27990,64025,m
82249,82567,64027,m
82249,82293,64027,m
116514,81862,64028,r
68362,78031,64028,m
49033,85629,64029,m
49033,1249,64029,m
54478,84273,64030,r
105925,74779,64031,r
26075,80859,64033,r
14115,88573,64037,r
49127,81067,64038,r
108511,82753,64038,r
28384,87526,64038,r
38632,85886,64039,r
85616,14002,64042,m
73956,4820,64042,m
73956,74151,64042,m
73956,2447,64042,m
99052,87526,64043,r
10762,80909,64044,m
10762,91547,64044,m
79131,85616,64046,r
41880,78031,64047,m
26062,74872,64047,r
94714,85616,64047,r
43978,87526,64048,r
48788,74325,64048,r
44535,77474,64049,m
59071,76768,64050,m
72821,85886,64050,r
102403,85616,64050,r
53689,79704,64051,r
85643,37141,64052,m
108511,82753,64052,r
43413,82144,64052,r
1603,79857,64053,r
47976,87944,64054,r
43883,87526,64055,r
5846,75852,64056,m
15806,75258,64056,r
23676,81287,64056,r
78834,55567,64056,m
78834,42113,64056,m
78834,92144,64056,m
7949,85886,64058,r
40299,74168,64059,r
46660,79305,64062,r
79500,6373,64064,m
79500,63226,64064,m
16115,77474,64064,m
8548,60417,64066,r
45808,87526,64066,r
76613,74325,64067,r
41924,74325,64067,r
54299,85235,64068,m
54299,103265,64068,m
50722,74872,64069,r
87158,74168,64070,r
109247,79140,64071,r
55308,78031,64072,m
116256,77806,64073,r
45808,87526,64073,r
84175,54904,64074,m
62383,88565,64074,m
202,74325,64076,r
23729,81067,64078,r
82579,82249,64078,r
79857,26588,64079,m
32686,81287,64080,r
41408,81862,64081,r
81347,6304,64082,m
85235,103265,64082,m
22536,81499,64082,r
89891,75852,64082,m
89891,5846,64082,m
75852,1302,64082,m
51745,81287,64082,m
36444,77216,64084,r
73624,79850,64084,m
73624,111323,64084,m
4581,74325,64084,r
39414,74753,64084,r
4450,74325,64085,r
77591,100248,64086,m
77591,113686,64086,m
77591,59966,64086,m
41873,84964,64088,r
84984,84325,64088,m
45605,81448,64089,r
32686,81287,64089,r
84925,74901,64089,m
12055,82803,64089,r
82567,82249,64090,m
82567,82293,64090,m
27930,78031,64090,m
15990,79305,64091,r
3301,79140,64091,r
74847,74715,64092,r
17542,74831,64092,r
77216,12813,64092,m
8774,78031,64093,m
23541,74325,64093,r
12052,77474,64095,m
1879,82958,64095,r
12052,23025,64095,m
8548,10811,64096,r
58793,84175,64096,m
47653,66168,64097,m
47653,38361,64097,m
24473,88309,64097,r
47653,57583,64097,m
47653,101244,64097,m
47653,82043,64097,m
47653,7072,64097,m
38033,82753,64097,r
23445,79166,64097,m
47653,12736,64097,m
47653,77640,64097,m
104372,78031,64098,m
85265,26409,64098,m
85265,5350,64098,m
85265,57791,64098,m
85265,60273,64098,m
85265,82954,64098,m
85265,63005,64098,m
85265,13107,64098,m
25600,74325,64098,r
85265,92675,64098,m
61654,2731,64100,m
49142,83201,64101,m
49142,5965,64101,m
49142,87750,64101,m
13505,86002,64102,r
3798,74831,64102,r
6753,82753,64103,r
76613,74325,64104,r
82169,44659,64106,m
20870,75258,64106,r
89152,74168,64106,r
77735,41884,64106,m
77735,89167,64106,m
77735,97580,64106,m
10377,74325,64107,r
55678,77474,64108,m
25600,74325,64108,r
84175,22852,64109,m
33349,74325,64109,r
14002,85616,64111,m
48069,87179,64112,r
82249,82567,64113,m
82249,82293,64113,m
65991,84269,64113,r
77878,105705,64114,m
66615,75258,64115,r
3301,79140,64115,r
25600,74325,64116,r
33890,31791,64117,m
59214,78147,64117,m
59214,65757,64117,m
59214,35381,64117,m
28497,85977,64117,m
38832,78700,64117,r
33890,79850,64117,m
20025,79305,64119,r
116423,84620,64121,r
50297,79983,64122,r
107020,74767,64122,r
51713,81700,64122,m
24013,74325,64123,r
48802,84273,64125,r
15290,81700,64125,m
66615,75258,64126,r
114905,81236,64126,r
91299,81609,64127,r
25600,74325,64128,r
99697,80192,64129,m
35653,86002,64130,r
59594,88573,64130,r
50569,84964,64130,r
25600,74325,64130,r
32686,81287,64131,r
26495,74168,64131,r
39414,74753,64132,r
76000,75153,64133,m
12066,76446,64133,m
103254,74872,64133,r
88506,111574,64134,m
72167,75153,64135,m
43961,84273,64135,r
25600,74325,64136,r
89448,78031,64137,m
2907,82579,64138,m
78031,8774,64139,m
7910,84964,64140,r
24769,75386,64141,m
46447,74767,64141,r
44659,82169,64142,m
47854,82249,64142,r
75531,32056,64142,r
47453,74325,64143,r
7351,75386,64143,m
82293,82249,64144,m
82293,82567,64144,m
47863,82249,64145,r
691,82234,64145,r
74539,23613,64146,m
68890,81281,64148,r
25600,74325,64148,r
54212,86550,64148,r
29427,84822,64148,r
77850,85235,64148,m
86337,82687,64149,r
86337,77946,64149,r
86337,77993,64149,r
68890,87475,64149,r
86337,75629,64149,r
84438,75258,64149,r
94054,84825,64149,r
79500,33163,64150,m
86337,77993,64150,r
36983,80612,64150,m
36983,48893,64150,m
34173,84273,64150,r
68890,81281,64151,r
86337,77946,64151,r
94054,88250,64151,r
107909,75890,64151,r
93833,74585,64151,r
86337,82687,64152,r
86081,87475,64152,r
94054,84825,64152,r
94054,88250,64152,r
86337,75629,64152,r
68890,87475,64152,r
107909,75890,64153,r
86081,87475,64153,r
68890,75120,64153,r
68890,75120,64154,r
43550,98148,64154,r
80734,80735,64154,m
80734,80732,64154,m
99135,88565,64155,m
101826,75258,64155,r
85339,66751,64156,m
81404,86131,64157,r
84175,58793,64157,m
1302,75852,64158,m
85616,14002,64158,m
66988,86688,64160,r
1927,74831,64161,r
86429,87944,64162,r
101014,75153,64162,m
15933,79726,64162,r
75852,5846,64163,m
81862,41408,64163,m
3301,79140,64164,r
88722,85616,64166,r
82024,75766,64168,r
1905,75852,64169,m
1905,18740,64169,m
1905,28175,64169,m
96329,79726,64170,r
23375,75766,64170,r
101826,75258,64170,r
47490,81609,64171,r
28350,74831,64171,r
2500,79704,64172,r
38746,81566,64172,r
58436,81405,64172,r
68354,86147,64173,m
68354,86147,64173,m
100986,75258,64176,r
30253,82249,64177,r
69947,75766,64177,r
69895,82958,64178,r
103345,86131,64178,r
79141,75727,64179,r
50569,87948,64180,r
84502,78031,64180,m
69977,75153,64180,m
104305,79458,64181,m
79338,88309,64183,r
45639,84822,64184,r
4296,80859,64184,r
93833,74585,64184,r
10802,79662,64184,r
50784,78031,64185,m
62930,74168,64185,r
101349,87640,64185,m
101349,58444,64185,m
94228,79691,64186,r
66801,74767,64188,r
103265,84822,64190,r
96334,75386,64192,m
96334,60521,64192,m
46941,75153,64194,m
81725,80734,64195,m
40602,81236,64197,r
16907,75729,64198,m
89690,84822,64198,r
54380,82559,64199,r
103222,88565,64199,m
72700,78700,64199,r
79458,104305,64200,m
27841,78031,64201,m
27841,77897,64201,m
101826,75258,64201,r
97726,79458,64201,m
97726,47464,64201,m
30896,79921,64203,r
18947,79166,64203,r
5043,84822,64203,r
25600,74325,64204,r
50569,84964,64204,r
67075,75281,64205,r
50722,75258,64205,r
107573,84964,64206,r
98116,88506,64206,r
18806,78031,64207,m
25600,74325,64207,r
77005,84822,64208,r
35309,85732,64208,m
11645,75860,64208,m
112088,78031,64208,m
25600,74325,64209,r
67075,75281,64209,r
78629,84822,64211,r
2747,88309,64212,r
61898,74467,64212,m
91374,81287,64214,r
81289,82249,64214,r
21878,74779,64214,r
25600,74325,64214,r
25600,74325,64215,r
91234,75386,64215,m
19390,81677,64215,m
44420,78031,64215,m
19421,77502,64216,m
93833,74585,64217,r
56278,79697,64219,r
113991,84964,64221,r
55773,84822,64222,r
25600,74325,64223,r
76243,82753,64224,r
44045,75258,64224,r
113742,79981,64224,r
27955,21887,64224,r
49418,85235,64225,m
49418,103265,64225,m
30189,82249,64225,r
101970,75153,64226,m
101970,19815,64226,m
32056,75531,64228,m
45479,88207,64229,r
58793,84175,64230,m
77640,66168,64230,m
77640,101244,64230,m
77640,12736,64230,m
77640,38361,64230,m
77640,7072,64230,m
77640,82043,64230,m
77640,47653,64230,m
90829,80090,64230,r
77640,57583,64230,m
57346,75386,64232,m
57346,60521,64232,m
897,86786,64233,r
75319,75531,64234,m
14245,82958,64234,r
75319,73716,64234,m
25600,74325,64235,r
25600,74325,64235,r
96559,86281,64235,m
98462,81287,64236,r
25600,74325,64237,r
53193,79753,64237,r
46625,77502,64238,m
115392,82579,64239,m
74467,74073,64240,m
32607,81499,64240,r
98462,81287,64241,r
82342,80090,64242,r
79458,97726,64244,m
79458,47464,64244,m
116756,80075,64244,r
27989,80612,64244,m
30484,86212,64245,m
89473,17641,64247,m
98462,81287,64247,r
89473,111429,64247,m
89473,104167,64247,m
89473,14993,64247,m
89473,68920,64247,m
89473,69400,64247,m
89473,26984,64247,m
89473,85265,64247,m
25280,87750,64248,m
56460,74325,64249,r
16657,87944,64251,r
87948,83293,64252,m
87948,52476,64252,m
87948,50569,64252,m
87948,83375,64252,m
87948,45159,64252,m
87948,50809,64252,m
87948,108347,64252,m
76912,80142,64253,m
88573,59594,64254,m
39602,81499,64254,r
31550,86131,64254,r
25600,74325,64254,r
103584,84110,64255,r
65639,79981,64255,r
25711,75153,64256,m
82702,74168,64256,r
75852,1905,64258,m
75852,18740,64258,m
75852,28175,64258,m
65464,78031,64258,m
79405,81236,64262,r
75531,32056,64262,r
62936,60921,64262,r
92732,87475,64266,r
92732,80679,64266,r
92732,0,64266,r
92732,0,64267,r
92732,80641,64267,r
92732,87279,64267,r
92732,80039,64267,r
57550,88207,64267,r
92732,80641,64267,r
92732,87475,64267,r
92732,79122,64267,r
92732,79122,64267,r
92732,87279,64268,r
5846,75852,64268,m
92732,80039,64268,r
92732,80679,64268,r
25600,74325,64268,r
6392,82767,64268,r
92732,88405,64268,r
92732,88405,64269,r
91175,75281,64269,r
84824,74793,64269,r
104399,84110,64269,r
92732,86921,64270,r
92732,75120,64270,r
96559,86281,64270,m
60150,82113,64270,r
92732,86921,64271,r
25600,74325,64271,r
92732,75120,64271,r
25600,74325,64272,r
82169,44659,64272,m
50028,79753,64273,r
6219,84847,64275,r
34065,88309,64275,r
74571,82958,64276,r
8774,78031,64276,m
33744,79305,64276,r
31386,81499,64276,r
80734,81725,64276,m
23964,79519,64277,r
25600,74325,64277,r
25600,74325,64280,r
23999,88207,64281,r
75549,5363,64282,m
4748,77832,64283,m
82173,80075,64283,r
75462,75153,64284,m
108883,87691,64285,r
87873,84273,64286,r
48286,75727,64286,r
88495,85859,64286,r
78834,89726,64287,m
105354,74168,64287,r
78120,78031,64289,m
22380,81499,64289,r
4903,88207,64289,r
98089,88565,64289,m
23613,74539,64290,m
61737,85616,64291,m
69876,78031,64291,m
4903,88207,64291,r
100063,78031,64292,m
82570,85255,64292,r
80734,81725,64293,m
11293,76446,64294,m
4581,74325,64294,r
88260,85255,64295,r
3301,79981,64295,r
38298,88309,64296,r
41909,74325,64297,r
36336,75153,64298,m
77500,85616,64299,m
55198,85255,64300,r
74188,58773,64300,m
74188,15071,64300,m
74188,45289,64300,m
74188,43961,64300,m
74188,92089,64300,m
74188,92219,64300,m
74188,19141,64300,m
75564,6395,64300,m
74188,47480,64300,m
73666,79633,64300,m
29721,81609,64302,r
9788,88693,64303,r
55789,79753,64303,r
71130,43148,64304,m
71130,19895,64304,m
71130,116755,64304,m
71130,72840,64304,m
71130,33321,64304,m
71130,69819,64304,m
71130,5015,64304,m
71130,85265,64304,m
66615,85255,64304,r
71130,35007,64304,m
89153,82169,64305,r
23959,81566,64305,r
38085,88309,64305,r
23592,80090,64306,r
4903,88207,64306,r
80073,60945,64306,m
104923,87948,64307,r
85758,57785,64307,m
6392,74872,64308,r
29814,85255,64309,r
4903,88207,64309,r
75306,78994,64309,m
51977,79140,64310,r
12858,80336,64311,r
92204,81287,64311,r
51471,86951,64312,r
53029,86889,64313,m
53029,27588,64313,m
53029,3803,64313,m
96241,88506,64315,r
33538,85235,64315,m
33538,103265,64315,m
74073,74467,64316,m
80272,87844,64316,m
64656,85255,64316,r
92204,81287,64317,r
103584,79981,64317,r
41924,74325,64317,r
43925,82249,64317,r
85643,42394,64318,m
85643,46658,64318,m
20377,86281,64318,m
15017,75386,64319,m
75852,1302,64322,m
39776,82579,64323,m
39776,51659,64323,m
19879,82767,64323,r
54002,82568,64323,r
74767,4986,64324,m
51471,85255,64324,r
92204,81287,64325,r
83490,72917,64326,m
9640,75153,64327,m
1023,87691,64329,r
114724,84847,64329,r
35622,85255,64330,r
53244,75386,64330,m
88021,78406,64331,r
61259,79981,64331,r
92204,81287,64331,r
30111,76921,64333,m
30111,76446,64333,m
14999,85557,64336,m
111054,79761,64336,r
66209,82568,64336,r
68769,85255,64337,r
4204,78031,64337,m
2108,82113,64338,r
48516,84847,64338,r
112516,75386,64338,m
82690,84332,64342,r
82690,75409,64342,r
82690,80050,64342,r
107354,74325,64342,r
92184,88506,64342,r
41837,79761,64343,r
11533,78031,64345,m
50569,79981,64346,r
82622,78321,64347,r
8044,74325,64347,r
50722,85255,64348,r
49127,82169,64349,r
85265,41591,64350,m
85265,41580,64350,m
85265,78905,64350,m
85265,16,64350,m
85265,72191,64350,m
85265,92114,64350,m
85265,362,64350,m
85265,78451,64350,m
84822,41813,64352,m
81259,79981,64352,r
76768,59071,64354,m
15746,84822,64354,r
18050,79761,64354,r
8548,69214,64354,r
62219,85255,64354,r
57419,2320,64355,m
74168,105354,64355,m
44851,79753,64355,r
57419,85288,64355,m
57419,64655,64355,m
57419,40773,64355,m
50497,75153,64357,m
79450,38898,64358,m
95943,88167,64358,r
87159,88309,64358,r
68353,86131,64358,r
93874,77380,64360,m
52413,79981,64362,r
8642,82128,64363,m
26449,85255,64363,r
70965,79662,64363,r
8642,47921,64363,m
8642,35189,64363,m
84175,58793,64364,m
19777,85255,64365,r
20194,79761,64365,r
70516,65280,64366,m
70516,7133,64366,m
70516,65279,64366,m
70516,6183,64366,m
70516,62367,64366,m
70516,83529,64366,m
70516,4076,64366,m
70516,2825,64366,m
71407,86131,64367,r
115364,78321,64367,r
45095,81499,64367,m
85413,78834,64367,r
42396,85255,64367,r
24986,83453,64367,r
77216,13291,64368,m
77216,18552,64368,m
107228,80090,64368,r
40512,80090,64368,r
66275,74325,64369,r
85616,61737,64371,m
2340,79981,64374,r
76768,59071,64374,m
28233,82249,64374,r
70606,75727,64375,r
29273,85255,64376,r
9740,78321,64377,r
7415,75281,64378,r
79166,96199,64379,m
82159,88506,64380,r
21128,80859,64380,r
30745,79933,64380,r
74716,51597,64380,m
48655,79761,64381,r
79141,75727,64382,r
88693,107223,64383,m
20793,84847,64383,r
919,81236,64383,r
84798,79305,64384,r
39679,76743,64384,r
19544,84822,64384,r
12619,77690,64384,r
98523,78321,64385,r
51977,79140,64385,r
82986,75306,64386,r
29814,80090,64386,r
112826,80075,64387,r
75852,5846,64387,m
53193,79753,64388,r
26413,87948,64388,r
31603,81700,64390,m
31603,23496,64390,m
55450,74901,64391,m
85643,76228,64392,m
85643,102122,64392,m
102915,88506,64393,r
63694,84110,64394,r
82055,79166,64394,r
26008,76743,64396,r
16928,87691,64397,r
66430,82579,64397,m
66430,51659,64397,m
108145,75153,64398,m
81921,80090,64399,r
114692,78321,64399,r
97175,84297,64399,r
10896,80336,64399,r
80192,99697,64400,m
7862,76743,64401,r
1190,85629,64401,m
49878,79981,64401,r
61737,85616,64402,m
24993,79933,64403,r
2326,84822,64403,r
80734,80732,64404,m
28408,81566,64404,r
88398,82360,64409,r
58793,84175,64410,m
90491,76743,64411,r
104413,75386,64412,m
104413,60521,64412,m
28593,77474,64414,m
82933,79802,64415,r
100882,76743,64417,r
42105,84906,64417,r
85616,77500,64417,m
71459,79933,64418,r
51710,75386,64418,m
46116,74567,64418,r
75131,62258,64419,m
75131,75153,64419,m
24990,79753,64421,r
1905,75852,64422,m
1905,18740,64422,m
1905,28175,64422,m
47824,75153,64422,m
69445,75153,64424,m
69445,62258,64424,m
93183,85977,64425,m
63145,78031,64428,m
62843,87727,64429,r
49880,79761,64431,r
84175,58793,64432,m
40563,76743,64432,r
73666,79633,64434,m
82753,370,64434,m
85235,79761,64434,r
20053,76743,64438,r
26590,79166,64438,m
73196,86550,64439,r
66615,85255,64439,r
12810,77216,64440,m
103909,79753,64441,r
33804,80090,64441,r
74767,4986,64441,m
74767,66801,64441,m
24707,80552,64441,m
74767,108729,64441,m
105772,82579,64442,m
50633,79513,64443,r
16816,85255,64443,r
93183,85977,64447,m
87548,77832,64448,m
12296,85255,64449,r
116802,88506,64450,r
34733,75386,64450,m
14999,55161,64451,r
100986,86951,64451,r
113028,86881,64453,r
74168,82702,64454,m
74168,105354,64454,m
104413,60521,64455,m
104413,75386,64455,m
67675,84822,64455,r
22286,76446,64455,m
52348,75153,64455,m
70116,75153,64456,m
70116,62258,64456,m
103265,87727,64457,r
46326,77474,64457,m
46326,77474,64457,m
86803,79761,64458,r
29351,78031,64460,m
103909,3295,64460,r
13085,84822,64461,r
46076,77474,64462,m
103188,80075,64463,r
24491,82249,64464,r
100986,85255,64464,r
1387,74831,64465,r
53193,81423,64466,r
23729,78321,64466,r
8888,85235,64467,m
8888,103405,64467,m
8888,103265,64467,m
24010,80734,64468,r
65639,87727,64469,r
100986,86951,64469,r
86299,82113,64469,r
23991,80385,64472,r
45554,114241,64472,m
66801,74767,64472,r
45554,75153,64472,m
17229,75386,64473,m
45915,74325,64473,r
93183,85977,64473,m
93183,85977,64473,m
7910,79933,64473,r
34491,75386,64473,m
10896,80336,64473,r
110352,78321,64473,r
79426,18694,64476,m
43468,84822,64476,r
48753,75386,64476,m
79426,18694,64477,m
70965,79662,64479,r
22973,81499,64480,r
60163,84822,64480,r
78983,81423,64481,r
1302,75852,64481,m
111763,78031,64482,m
30407,85255,64482,r
95891,81559,64483,r
44850,87727,64484,r
68592,86281,64484,m
14999,81566,64484,r
80288,75306,64485,r
75793,34082,64486,m
99697,80192,64486,m
96919,74767,64486,r
58337,79761,64487,r
27794,74625,64487,m
5846,75852,64487,m
79686,79933,64487,r
15386,84822,64487,r
26526,68273,64489,r
91386,80385,64489,r
86705,95734,64489,m
86705,88319,64489,m
63694,79140,64490,r
84354,75153,64492,m
77675,59328,64492,m
91386,80385,64492,r
113028,86881,64493,r
41924,74325,64493,r
47065,85255,64495,r
62736,86381,64495,m
80192,82177,64495,m
46845,75852,64495,r
51038,81499,64495,r
28302,78031,64496,m
20425,82767,64497,r
24786,87209,64498,m
24786,75153,64498,m
32468,79514,64499,r
107354,74325,64500,r
67165,82753,64500,r
112246,87691,64500,r
36095,80075,64501,r
32748,75531,64502,m
101102,81085,64502,r
106291,78321,64503,r
34307,85732,64505,m
85453,54853,64506,m
59976,81499,64507,r
89827,82767,64508,r
84213,75153,64510,m
94,75153,64511,m
94,62258,64511,m
104017,74454,64511,m
113028,86881,64511,r
92078,74325,64512,r
100114,74585,64512,r
59232,113748,64512,r
94781,78321,64513,r
82680,27906,64514,m
82680,52528,64514,m
66801,74767,64514,r
70844,78495,64515,m
16588,84906,64515,r
41924,74325,64517,r
28400,103265,64518,m
28400,85235,64518,m
93976,69798,64518,m
93976,12845,64518,m
93976,78031,64518,m
39602,81499,64519,r
47879,82249,64519,r
79842,86881,64519,r
48297,84297,64523,r
81799,79753,64524,r
65570,53206,64526,m
65570,83248,64526,m
65570,93293,64526,m
65570,101008,64526,m
65570,81732,64526,m
11718,84822,64527,r
82177,80192,64528,m
21929,78321,64529,r
79166,26590,64530,m
114567,87944,64531,r
12489,77474,64531,m
82451,74325,64532,r
102582,82753,64533,r
31449,84822,64534,r
8385,79761,64537,r
58649,84297,64537,r
110296,86522,64538,m
110296,98557,64538,m
110296,75386,64538,m
74467,74073,64539,m
95605,85235,64539,m
95605,103265,64539,m
194,75281,64540,r
49178,84822,64541,r
103909,79753,64541,r
106306,75386,64543,m
114649,78321,64543,r
72423,75281,64543,r
82874,110966,64543,m
23677,81852,64543,r
59232,113748,64544,r
18977,88693,64545,r
85413,78834,64545,r
48605,78031,64547,m
15040,79761,64547,r
59138,75281,64547,r
22327,81499,64548,r
75071,75281,64549,r
89576,63376,64550,m
36001,78528,64550,r
89576,87750,64550,m
89576,47404,64550,m
89576,57143,64550,m
2514,82169,64552,m
34320,82113,64553,r
52957,88717,64553,r
99507,75386,64553,m
80549,90917,64553,m
36725,78321,64554,r
86508,81085,64555,r
20870,86951,64556,r
8548,37424,64556,r
87948,113882,64557,m
87948,85920,64557,m
36095,80075,64557,r
2286,74901,64558,m
105459,78528,64562,r
32614,85255,64563,r
34486,75386,64563,m
34486,60521,64563,m
80724,78321,64563,r
41535,80192,64563,m
40843,81499,64563,r
82249,82293,64564,m
2514,82169,64564,m
54853,85453,64564,m
82249,82567,64564,m
11914,79166,64564,r
85643,37141,64565,m
67075,75281,64565,r
1021,77160,64565,r
45827,77649,64566,r
68890,87475,64566,r
41924,74325,64567,r
86081,87475,64568,r
91598,75386,64568,m
86337,82687,64568,r
67075,75281,64568,r
86337,77993,64568,r
77502,78528,64568,r
68890,87475,64568,r
94054,84825,64568,r
94054,84825,64569,r
68890,81281,64569,r
86081,87475,64569,r
86337,77946,64570,r
86337,82687,64570,r
107909,75890,64570,r
68890,81281,64570,r
25150,74325,64570,r
68890,75120,64571,r
68890,75120,64571,r
86337,75629,64571,r
86337,77993,64571,r
86337,77946,64571,r
86337,75629,64572,r
26770,78321,64572,r
82249,82567,64574,m
107909,75890,64574,r
6004,84906,64574,r
82249,82293,64574,m
34138,78031,64575,m
34138,77897,64575,m
34485,75386,64575,m
94054,88250,64575,r
94054,88250,64575,r
57854,79691,64576,r
41064,79753,64576,r
35368,79305,64577,r
2431,84822,64577,r
93542,74767,64579,r
92918,75153,64579,m
10875,84117,64580,r
112595,75386,64580,m
39583,74779,64581,r
74215,67162,64581,m
81619,80075,64582,r
64595,75386,64583,m
